SCALED BULK SIGN ROW UNIT CWIN3P2 MID COVER
python 3.12.6
python_flint 0.9.0
arb_bits 180
git_head c1abbbb04b3048e8920c307182b4685a5c1463a7
unit mid_cover_31_56_225_4
config CWIN 3/2 beta_order 20 t_order 25 min_dt 1/100000 prec 180
beta_domain 56 225/4
t_domain 3/5 93447781/30000000
cache_entries 269
dependency scripts/run_surface_scaled_bulk_cwin3p2_mid_cover.py sha256 ec105ab8a24be741cc3dc7f5d3dd77a684f1234c1cdc7b15062b8dcb5c980249
dependency scripts/certify_bulk_beta_taylor_scaled_design.py sha256 32a00917b4903d95df331724a7fd5ec5ab3e152228952cd0cdce7ed512a7cc9d
dependency scripts/certify_bulk_beta_taylor_arb.py sha256 f69cfaadd311218a749039a64ad4ae3a68e4bd3e0527be5ac75744955f97b9aa
dependency docs/SURFACE-G2-CWIN3P2-MID-COVER-48P25-69-PREREG-20260722.md sha256 40149697fbb5dc15822b7346c3218bb59789095b37107dc13869f2414a90ee9e
trow 0 3/5 651447781/960000000 upper [-8.2961228040842194005215520951818214755999419519636382834812882824942319729818669e-11 +/- 4.39e-91]
trow 1 651447781/960000000 363447781/480000000 upper [-1.1937645243926916598972630715165232986115122902243466489044981472688086231934920e-11 +/- 3.57e-91]
trow 2 363447781/480000000 305847781/384000000 upper [-1.6055111060562978253454031727148180378080391130739621576425116938667728316620810e-11 +/- 3.94e-91]
trow 3 305847781/384000000 267447781/320000000 upper [-7.2541916442076488843349096041739905706196480268519358929806171198970192786454221e-12 +/- 4.08e-92]
trow 4 267447781/320000000 1680134467/1920000000 upper [-3.0987141898652370822913962672652688448243527167677465713950191161789232385008239e-12 +/- 1.06e-92]
trow 5 1680134467/1920000000 219447781/240000000 upper [-1.2505067869866156867218304382887769012893584689480138286759518790662361979658679e-12 +/- 6.26e-93]
trow 6 219447781/240000000 610343343/640000000 upper [-4.7618216675279708038412357133958241965246276414455141797348549547511511177991903e-13 +/- 4.80e-94]
trow 7 610343343/640000000 190647781/192000000 upper [-1.7076584905920644038179252335501277399331184239606014422473468569816107411168162e-13 +/- 2.65e-93]
trow 8 190647781/192000000 1981925591/1920000000 upper [-5.7499368009362740145275537283899183454904782718627805638530375004721296002170903e-14 +/- 4.26e-94]
trow 9 1981925591/1920000000 171447781/160000000 upper [-1.8092981992954883721953126973954675682769809446875389749314416422144946525417609e-14 +/- 2.89e-94]
trow 10 171447781/160000000 2132821153/1920000000 upper [-5.2796272229910411294819850843049082702078843900381047636770456027684301878354046e-15 +/- 3.00e-95]
trow 11 2132821153/1920000000 1104134467/960000000 upper [-1.4097114497138314684973610379583462335484219553505090501729019154246287842178452e-15 +/- 3.45e-95]
trow 12 1104134467/960000000 152247781/128000000 upper [-3.3557313059879578271063977131451191604694321938431854070015641990328335840150138e-16 +/- 1.76e-96]
